ccmaName,ccbaMnm1,ccbaCtcdNm,ccsiName,ccbaAdmin,ccbaKdcd,ccbaCtcd,ccbaAsno,ccbaCncl,ccbaCpno,longitude,latitude,gcodeName,bcodeName,mcodeName,scodeName,ccbaLcad,ccceName,b_class,b_reason,has_coord,grade_w
보물,황남대총 남분 은제 팔뚝가리개,경북,경주시,국립경주박물관,12,37,0006320000000,N,1123706320000,129.227912382125,35.8293874259588,유물,생활공예,금속공예,장신구,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",신라시대(6∼7세기),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 황남동 금제 드리개,경북,경주시,국립경주박물관,12,37,0006330000000,N,1123706330000,129.227912382125,35.8293874259588,유물,생활공예,금속공예,장신구,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",신라시대(5∼6세기),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 황남동 상감 유리구슬,경북,경주시,국립경주박물관,12,37,0006340000000,N,1123706340000,129.227912382125,35.8293874259588,유물,생활공예,금속공예,장신구,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",신라시대(5∼6세기),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 계림로 보검,경북,경주시,국립경주박물관,12,37,0006350000000,N,1123706350000,129.227912382125,35.8293874259588,유물,생활공예,금속공예,장신구,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>",신라시대(5∼6세기),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,도기 서수형 명기,경북,경주시,국립경주박물관,12,37,0006360000000,N,1123706360000,129.227912382125,35.8293874259588,유물,생활공예,토도자공예,토기,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>",신라시대(5∼6세기),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 낭산 마애보살삼존좌상,경북,경주시,경주시,12,37,0006650000000,N,1123706650000,129.239561682412,35.8284387467592,유물,불교조각,석조,불상,<![CDATA[경북 경주시 배반동 산18-3번지]]>,통일신라시대,B2,야외 석불·마애불·암각화,Y,2.0
보물,경주 남산 삼릉계 석조여래좌상,경북,경주시,경주시,12,37,0006660000000,N,1123706660000,129.218216183403,35.7953372205579,유물,불교조각,석조,불상,<![CDATA[경상북도 경주시 배동 산 72-6]]>,통일신라시대,B2,야외 석불·마애불·암각화,Y,2.0
보물,영덕 유금사 삼층석탑,경북,영덕군,유금사,12,37,0006740000000,N,1123706740000,129.365674732919,36.6458020811009,유적건조물,종교신앙,불교,탑,<![CDATA[경북 영덕군 병곡면 유금길 213-26 (금곡리)]]>,통일신라시대,B2,석조물,Y,2.0
보물,울진 불영사 응진전,경북,울진군,불영사,12,37,0007300000000,N,1123707300000,129.273021100354,36.9411349436265,유적건조물,종교신앙,불교,불전,"<![CDATA[경상북도 울진군 불영사길 48 (금강송면, 불영사)]]>",조선시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,경주 기림사 대적광전,경북,경주시,기림사,12,37,0008330000000,N,1123708330000,129.403487443075,35.838127733896,유적건조물,종교신앙,불교,불전,<![CDATA[경상북도 경주시 기림로  437-17(문무대왕면) ]]>,조선 인조 7년(1629년),B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,삼안총,경북,경주시,국립경주박물관,12,37,0008840000000,N,1123708840000,129.227912382125,35.8293874259588,유물,과학기술,무기병기류,병장기류,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",조선시대,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 남사리 삼층석탑,경북,경주시,경주시,12,37,0009070000000,N,1123709070000,129.133267613727,35.8992637275624,유적건조물,종교신앙,불교,탑,<![CDATA[경북 경주시 현곡면 남사리 234-2번지]]>,통일신라시대 9세기,B2,석조물,Y,2.0
보물,경주 용명리 삼층석탑,경북,경주시,경주시,12,37,0009080000000,N,1123709080000,129.12176454421,35.8694877907166,유적건조물,종교신앙,불교,탑,<![CDATA[경북 경주시 건천읍 용명리 856-7번지]]>,통일신라시대 8세기,B2,석조물,Y,2.0
보물,경주 남간사지 당간지주,경북,경주시,경주시,12,37,0009090000000,N,1123709090000,129.217055218399,35.8137131835561,유적건조물,종교신앙,불교,당간,<![CDATA[경북 경주시 탑동 858-6번지]]>,통일신라시대,B2,석조물,Y,2.0
보물,경주 보문사지 연화문 당간지주,경북,경주시,경주시,12,37,0009100000000,N,1123709100000,129.25334834083,35.8288780908243,유적건조물,종교신앙,불교,당간,<![CDATA[경북 경주시 보문동 752-2번지]]>,통일신라시대,B2,석조물,Y,2.0
보물,경주 석굴암 삼층석탑,경북,경주시,불국사,12,37,0009110000000,N,1123709110000,129.350936449045,35.795394936334,유적건조물,종교신앙,불교,탑,<![CDATA[경북 경주시 불국로 873-243 (진현동)]]>,통일신라시대 8세기,B2,석조물,Y,2.0
보물,경주 마동 삼층석탑,경북,경주시,경주시,12,37,0009120000000,N,1123709120000,129.322059481032,35.7903098836586,유적건조물,종교신앙,불교,탑,"<![CDATA[경북 경주시 마동 101-2, 101-3]]>",통일신라시대 8세기,B2,석조물,Y,2.0
보물,경주 남산 용장사지 마애여래좌상,경북,경주시,경주시,12,37,0009130000000,N,1123709130000,129.222892015881,35.7808587396864,유물,불교조각,석조,불상,<![CDATA[경북 경주시 내남면 용장리 산1-1번지]]>,통일신라시대 8세기,B2,야외 석불·마애불·암각화,Y,2.0
보물,경주 기림사 소조비로자나삼불좌상,경북,경주시,기림사,12,37,0009580000000,N,1123709580000,0,0,유물,불교조각,소조,불상,"<![CDATA[경상북도 경주시 기림로  437-17(문무대왕면, 기림사) ]]>",조선시대,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 기림사 소조비로자나불 복장전적,경북,경주시,기림사,12,37,0009590000000,N,1123709590000,0,0,기록유산,전적류,필사본,사본류,"<![CDATA[경상북도 경주시 기림로  437-17(문무대왕면, 기림사) ]]>",,EXCLUDE,서책·문서 — 실내 소장품,N,2.0
보물,영덕 장륙사 건칠관음보살좌상,경북,영덕군,장륙사,12,37,0009930000000,N,1123709930000,129.3011088,36.5986763,유물,불교조각,건칠조,보살상,"<![CDATA[경북 영덕군 창수면 장육사1길 172, 장육사 (갈천리)]]>",조선 태조 4년(1395),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,청동 옻칠 발걸이,경북,경주시,국립경주박물관,12,37,0011510000000,N,1123711510000,129.227912382125,35.8293874259588,유물,생활공예,금속공예,청동용구,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",통일신라시대,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 죽동리 청동기 일괄,경북,경주시,국립경주박물관,12,37,0011520000000,N,1123711520000,129.227912382125,35.8293874259588,유물,생활공예,금속공예,청동용구,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",초기철기(원삼국시대),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 남산 천룡사지 삼층석탑,경북,경주시,경주시,12,37,0011880000000,N,1123711880000,129.221404823633,35.7647998570026,유적건조물,종교신앙,불교,탑,<![CDATA[경북 경주시 내남면 용장리 875-2번지]]>,통일신라시대,B2,석조물,Y,2.0
보물,울진 불영사 대웅보전,경북,울진군,불영사,12,37,0012010000000,N,1123712010000,129.273843544247,36.9411227229164,유적건조물,종교신앙,불교,불전,"<![CDATA[경상북도 울진군 불영사길 48 (금강송면, 불영사)]]>",조선시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,불영사 영산회상도,경북,울진군,불영사,12,37,0012720000000,N,1123712720000,129.2736077,36.9409496,유물,불교회화,탱화,불도,"<![CDATA[경상북도 울진군 불영사길 48 (금강송면, 불영사)]]>","조선 영조9년(1733,雍正11)",EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,포항 오어사 동종,경북,포항시,오어사,12,37,0012800000000,N,1123712800000,129.3688714,35.9263094,유물,불교공예,의식법구,의식법구,"<![CDATA[경북 포항시 남구 오천읍 오어로 1, 오어사 (항사리)]]>",고려 고종3년(1216),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,임신서기석,경북,경주시,국립경주박물관,12,37,0014110000000,N,1123714110000,129.227912382125,35.8293874259588,기록유산,서각류,금석각류,명문류,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",신라시대(552 또는 612년),EXCLUDE,서책·문서 — 실내 소장품,Y,2.0
보물,경주 원성왕릉 석상 및 석주일괄,경북,경주시,경주시,12,37,0014270000000,N,1123714270000,129.320294969665,35.7587896250924,유물,기타종교조각,유교조각,유교조각,"<![CDATA[경북 경주시 외동읍 괘릉리 산17, 611-4]]>",통일신라시대(9세기 전후),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 원원사지 동·서 삼층석탑,경북,경주시,경주시,12,37,0014290000000,N,1123714290000,129.349795646177,35.6978297767357,유적건조물,종교신앙,불교,탑,<![CDATA[경북 경주시 외동읍 모화리 산12-3번지]]>,통일신라시대(8세기 중기),B2,석조물,Y,2.0
보물,여주이씨 옥산문중 고문서,경북,경주시,이＊＊＊,12,37,0014730000000,N,1123714730000,0,0,기록유산,문서류,문서류,문서류,<![CDATA[경상북도  경주시]]>,1509~1614년,EXCLUDE,서책·문서 — 실내 소장품,N,2.0
보물,경주이씨 양월문중 고문서 및 향안,경북,경주시,국립경주박물관,12,37,0014740000100,N,1123714740100,129.227912382125,35.8293874259588,기록유산,문서류,문서류,문서류,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",15~17세기,EXCLUDE,서책·문서 — 실내 소장품,Y,2.0
보물,안압지 출토 금동판 불상 일괄,경북,경주시,국립경주박물관,12,37,0014750000000,N,1123714750000,129.227912382125,35.8293874259588,유물,불교조각,금속조,불상,"<![CDATA[경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)]]>",7세기 말,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 불국사 석조,경북,경주시,불국사,12,37,0015230000000,N,1123715230000,129.332455776048,35.7895399154854,유적건조물,종교신앙,불교,기타,<![CDATA[경북 경주시 진현동 13-5번지]]>,통일신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,포항 보경사 괘불탱,경북,포항시,보경사,12,37,0016090000000,N,1123716090000,129.3569438,36.2288542,유물,불교회화,괘불화,,"<![CDATA[경상북도 포항시 북구 보경로 523 (송라면, 보경사)]]>",,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 기림사 비로자나삼불회도,경북,경주시,기림사,12,37,0016110000000,N,1123716110000,129.3971458,35.8391182,유물,불교회화,,,"<![CDATA[경상북도 경주시 기림로  437-17(문무대왕면, 기림사) ]]>",조선 숙종 44년(1718년),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,Y,2.0
보물,경주 왕룡사원 목조아미타여래좌상,경북,경주시,윤＊＊＊,12,37,0016150000000,N,1123716150000,0,0,유물,불교조각,목조,불상,"<![CDATA[경북 경주시 강동면 국당길 283, 왕룡사원 (국당리)]]>",,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주향교 대성전,경북,경주시,경북향교재단,12,37,0017270000000,N,1123717270000,129.216838286799,35.8315914831381,유적건조물,교육문화,교육기관,향교,"<![CDATA[경상북도 경주시 교촌안길  27-20(교동, 경주향교) ]]>",조선시대,B1,가옥·누정·서원·향교,Y,2.0
보물,경주 불국사 대웅전,경북,경주시,불국사,12,37,0017440000000,N,1123717440000,129.332064298536,35.7901542005641,유적건조물,종교신앙,불교,불전,"<![CDATA[경상북도 경주시 불국로  385(진현동, 불국사) ]]>",조선시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,경주 불국사 가구식 석축,경북,경주시,불국사,12,37,0017450000000,N,1123717450000,129.331767,35.789798,유적건조물,종교신앙,불교,기타,"<![CDATA[경상북도 경주시 불국로  385(진현동, 불국사) ]]>",통일신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,경주 불국사 영산회상도 및 사천왕 벽화,경북,경주시,불국사,12,37,0017970000000,N,1123717970000,0,0,유물,불교회화,,,"<![CDATA[경상북도 경주시 불국로  385(진현동, 불국사) ]]>",1769년(조선 영조 45년),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 월지 금동초심지가위,경북,경주시,국립경주박물관,12,37,0018440000000,N,1123718440000,0,0,유물,생활공예,금속공예,생활용구,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>",통일신라 8세기,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 남산 창림사지 삼층석탑,경북,경주시,경주시,12,37,0018670000000,N,1123718670000,129.216059,35.810290,유적건조물,종교신앙,불교,탑,<![CDATA[경상북도 경주시 배동 산 6-1]]>,통일신라시대,B2,석조물,Y,2.0
보물,포항 보경사 적광전,경북,포항시,보경사,12,37,0018680000000,N,1123718680000,129.317807418524,36.2522403474434,유적건조물,종교신앙,불교,사찰,<![CDATA[경상북도 포항시 북구 보경로 523 (송라면)]]>,조선시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
보물,경주 황룡사 구층목탑 금동찰주본기,경북,경주시,국립경주박물관,12,37,0018700000000,N,1123718700000,0,0,유물,불교공예,기타,기타,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>",,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 미탄사지 삼층석탑,경북,경주시,경주시,12,37,0019280000000,N,1123719280000,129.23433800149,35.8335929863765,유적건조물,종교신앙,불교,탑,"<![CDATA[경상북도 경주시 구황동 433-4 외 2필지(436-3,441)]]>",신라시대,B2,석조물,Y,2.0
보물,경주 불국사 삼장보살도,경북,경주시,불국사,12,37,0019330000000,N,1123719330000,0,0,유물,불교회화,탱화,보살도,"<![CDATA[경상북도 경주시 불국로 385 (진현동, 불국사)]]>",1739년(조선 영조 15년),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 남산 용장계 지곡 제3사지 삼층석탑,경북,경주시,경주시,12,37,0019350000000,N,1123719350000,129.232802451491,35.770590299373,유적건조물,종교신앙,불교,탑,<![CDATA[경상북도 경주시 남산동 산 36-4]]>,통일신라시대,B2,석조물,Y,2.0
보물,포항 보경사 비로자나불도,경북,포항시,대한불교조계종 보경사,12,37,0019960000000,N,1123719960000,0,0,유물,불교회화,탱화,,"<![CDATA[경상북도 포항시 북구 보경로 523 (송라면, 보경사) ]]>",1742년(영조 18),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 얼굴무늬 수막새,경북,경주시,국립경주박물관,12,37,0020100000000,N,1123720100000,0,0,유물,생활공예,토도자공예,,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>",,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,도기 연유인화문 항아리 일괄,경북,경주시,국립경주박물관,12,37,0020280000000,N,1123720280000,0,0,유물,생활공예,토도자공예,도기,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>",통일신라 8세기 추정,EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주부사선생안,경북,경주시,국립경주박물관,12,37,0020380000000,N,1123720380000,0,0,기록유산,전적류,필사본,,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관)]]>","구안: 1523년(중종 18), 신안: 1741년(영조 17)",EXCLUDE,서책·문서 — 실내 소장품,N,2.0
보물,경상도영주제명기,경북,경주시,국립경주박물관,12,37,0020390000000,N,1123720390000,0,0,기록유산,전적류,필사본,,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관) 등]]>","당하제명기: 1426년(세종 8), 도선생안: 1622년(광해군 14)",EXCLUDE,서책·문서 — 실내 소장품,N,2.0
보물,경주 귀래정,경북,경주시,여＊＊＊,12,37,0020520000000,N,1123720520000,129.246141,36.048946,유적건조물,주거생활,조경건축,누정,<![CDATA[경상북도 경주시 천서길 7 (강동면)]]>,조선시대,B1,가옥·누정·서원·향교,Y,2.0
보물,경주 남산 장창곡 석조미륵여래삼존상,경북,경주시,국립경주박물관,12,37,0020710000000,N,1123720710000,0,0,유물,불교조각,석조,불상,"<![CDATA[경상북도 경주시 일정로 186 (인왕동, 국립경주박물관) ]]>",신라 7세기,B2,야외 석불·마애불·암각화,N,2.0
보물,경주향교 명륜당,경북,경주시,경주향교,12,37,0020970000000,N,1123720970000,129.216862,35.831560,유적건조물,교육문화,교육기관,향교,"<![CDATA[경상북도 경주시 교촌안길 27-20 (교동, 경주향교)]]>",조선시대(1614년 중건),B1,가옥·누정·서원·향교,Y,2.0
보물,경주향교 동무‧서무‧신삼문,경북,경주시,경주향교,12,37,0020980000000,N,1123720980000,129.217044,35.831086,유적건조물,교육문화,교육기관,향교,"<![CDATA[경상북도 경주시 교촌안길 27-20 (교동, 경주향교)]]>",조선시대(동무‧서무 1604년 중건/신삼문 1602년 중건),B1,가옥·누정·서원·향교,Y,2.0
보물,울진 불영사 불연,경북,울진군,불영사성보박물관,12,37,0021270000000,N,1123721270000,0,0,유물,불교공예,의식법구,의식법구,"<![CDATA[경상북도 울진군 불영사길 48 (금강송면, 불영사) ]]>",1670년(현종 11년),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 분황사 당간지주,경북,경주시,경주시,12,37,0021430000000,N,1123721430000,0,0,유적건조물,종교신앙,불교,당간,<![CDATA[경상북도 경주시 구황동 315-2 ]]>,통일신라시대,B2,석조물,N,2.0
보물,경주 분황사 금동약사여래입상,경북,경주시,대한불교조계종 분황사,12,37,0021620000000,N,1123721620000,0,0,유물,불교조각,금속조,,"<![CDATA[경상북도 경주시 분황로 94-11 (구황동, 분황사)]]>","1609년(광해군 1) 조성, 1775년(영조 51) 개금보수",EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,경주 옥산서원 무변루,경북,경주시,옥산서원,12,37,0021720000000,N,1123721720000,0,0,유적건조물,교육문화,교육기관,서원,<![CDATA[경상북도 경주시 옥산서원길 216-27 (안강읍)]]>,조선시대(16세기),B1,가옥·누정·서원·향교,N,2.0
보물,포항 상달암,경북,포항시,경주손씨대종회,12,37,0021920000000,N,1123721920000,0,0,유적건조물,종교신앙,제사유적,제사터,<![CDATA[경상북도 포항시 남구 새마을로766번길 21 (연일읍)]]>,조선시대,B1,사찰·불전·교회 등 경내 건축,N,2.0
보물,경주 (전)염불사지 동·서 삼층석탑,경북,경주시,경주시,12,37,0021940000000,N,1123721940000,0,0,유적건조물,종교신앙,불교,탑,<![CDATA[경상북도 경주시 남산동 1129-3]]>,통일신라시대,B2,석조물,N,2.0
보물,포항 보경사 천왕문,경북,포항시,보경사,12,37,0022570000000,N,1123722570000,0,0,유적건조물,종교신앙,불교,문,"<![CDATA[경상북도 포항시 북구 보경로 523 (송라면, 보경사) ]]>",조선시대,B1,사찰·불전·교회 등 경내 건축,N,2.0
보물,영덕 장륙사 영산회상도,경북,영덕군,대한불교조계종 장륙사,12,37,0022630000000,N,1123722630000,0,0,유물,불교회화,탱화,기타,"<![CDATA[경상북도 영덕군 장육사1길 172 (창수면, 장륙사)]]>",1764년(조선 영조 40),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,영덕 장륙사 지장시왕도,경북,영덕군,대한불교조계종 장륙사,12,37,0022640000000,N,1123722640000,0,0,유물,불교회화,탱화,기타,<![CDATA[경상북도 영덕군 장육사1길 172 (창수면) 대한불교조계종 장륙사]]>,1764년(조선 영조 40),EXCLUDE,회화·공예·실내 조각 — 소장처 실내,N,2.0
보물,포항 용계정,경북,포항시,여＊＊＊,12,37,0022720000000,N,1123722720000,0,0,유적건조물,주거생활,조경건축,누정,<![CDATA[경상북도 포항시 북구 기북면 오덕리 180 ]]>,조선시대(1696년),B1,가옥·누정·서원·향교,N,2.0
보물,포항 분옥정,경북,포항시,경＊＊＊,12,37,0022730000000,N,1123722730000,0,0,유적건조물,주거생활,조경건축,누정,<![CDATA[경상북도 포항시 북구 기계면 봉계리 735 ]]>,조선시대(1820년),B1,가옥·누정·서원·향교,N,2.0
보물,포항 보경사 오층석탑,경북,포항시,보경사,12,37,0022740000000,N,1123722740000,0,0,유적건조물,종교신앙,불교,탑,"<![CDATA[경상북도 포항시 북구 보경로 523 (송라면, 보경사) ]]>",고려시대(1023년),B2,석조물,N,2.0
보물,경주 기림사 응진전,경북,경주시,대한불교조계종 기림사,12,37,0023290000000,N,1122607070006,0,0,유적건조물,종교신앙,불교,불전,<![CDATA[경상북도 경주시 기림로  437-17(문무대왕면) ]]>,조선시대,B1,사찰·불전·교회 등 경내 건축,N,2.0
사적,경주 포석정지,경북,경주시,경주시,13,37,0000010000000,N,1333700010000,129.212833300472,35.8072408285395,유적건조물,인물사건,역사사건,역사사건,<![CDATA[경북 경주시 배동 454-3번지]]>,통일신라시대,B3,탄생지·생활유적 등 터,Y,2.0
사적,경주 황룡사지,경북,경주시,경주시,13,37,0000060000000,N,1333700060000,129.2307733,35.83572849,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 구황동 320-1번지]]>,신라 진흥왕 14년(553),B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 망덕사지,경북,경주시,경주시,13,37,0000070000000,N,1333700070000,129.24383198761,35.8170225886885,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 배반동 956번지]]>,통일신라 신문왕4년(684),B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 사천왕사지,경북,경주시,경주시,13,37,0000080000000,N,1333700080000,129.242754851173,35.8194455262962,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 배반동 935-2번지]]>,통일신라 문무왕19년(679),B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 흥륜사지,경북,경주시,경주시,13,37,0000150000000,N,1333700150000,129.206965660819,35.8284344285037,유적건조물,종교신앙,불교,사찰,"<![CDATA[경상북도 경주시 국당3길  5(사정동, 흥륜사) ]]>",신라,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 월성,경북,경주시,경주시,13,37,0000160000000,N,1333700160000,129.223004059861,35.8318014319246,유적건조물,정치국방,성,성곽,<![CDATA[경북 경주시 인왕동 387-1번지]]>,신라 파사왕 22년( 101),B3,성곽·성지,Y,2.0
사적,경주 남고루,경북,경주시,경주시,13,37,0000170000000,N,1333700170000,129.220170989464,35.840647859731,유적건조물,정치국방,성,성곽시설,"<![CDATA[경북 경주시 원효로207번길 28-1, ,황남동, 인왕동,성동동 (황오동)]]>",,B3,성곽·성지,Y,2.0
사적,경주 동궁과 월지,경북,경주시,경주시,13,37,0000180000000,N,1333700180000,129.226486463902,35.83471758976,유적건조물,정치국방,궁궐·관아,궁궐터,<![CDATA[경북 경주시 인왕동 517 번지 일대]]>,통일신라시대,B1,관아 건물,Y,2.0
사적,경주 계림,경북,경주시,경주시,13,37,0000190000000,N,1333700190000,129.218356521634,35.8322250736519,유적건조물,종교신앙,구비전승지,구비전승지,<![CDATA[경북 경주시 교동 1번지]]>,신라 탈해왕,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 무열왕릉,경북,경주시,경주시,13,37,0000200000000,N,1333700200000,129.187876707128,35.8251520779403,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 서악동 842번지]]>,신라(서기 661년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 김유신묘,경북,경주시,경주시,13,37,0000210000000,N,1333700210000,129.191472432783,35.8451408198327,유적건조물,무덤,무덤,기타,<![CDATA[경북 경주시 충효동 산7-1번지 림]]>,통일신라 문무왕13년(673),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 남산신성,경북,경주시,경주시,13,37,0000220000000,N,1333700220000,129.228795883341,35.7937052372563,유적건조물,정치국방,성,성곽,<![CDATA[경북 경주시 인왕동 산56번지 외 10필]]>,신라 진평왕 13년(591),B3,성곽·성지,Y,2.0
사적,경주 경덕왕릉,경북,경주시,경주시,13,37,0000230000000,N,1333700230000,129.187374849255,35.7628086871034,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 내남면 부지리 산8번지 덕천리 산7]]>,통일신라 (서기 765년경),B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 진덕여왕릉,경북,경주시,경주시,13,37,0000240000000,N,1333700240000,129.201662,35.886935,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 현곡면 오류리 산48번지 임야]]>,신라 진덕여왕,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 부산성,경북,경주시,경주시,13,37,0000250000000,N,1333700250000,129.054809570547,35.8450385368466,유적건조물,정치국방,성,성곽,<![CDATA[경북 경주시 건천읍 송선리 산195-2번지]]>,통일신라 문무왕3년(663),B3,성곽·성지,Y,2.0
사적,경주 원성왕릉,경북,경주시,경주시,13,37,0000260000000,N,1333700260000,129.320216,35.759664,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 외동읍 괘능리 산17번지]]>,통일신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 구정동 방형분,경북,경주시,경주시,13,37,0000270000000,N,1333700270000,129.29691633254,35.7784354901655,유적건조물,무덤,무덤,봉토묘,<![CDATA[경북 경주시 구정동 산41번지]]>,통일신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 성덕왕릉,경북,경주시,경주시,13,37,0000280000000,N,1333700280000,129.281121,35.787106,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 조양동 산8번지]]>,통일신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 헌덕왕릉,경북,경주시,경주시,13,37,0000290000000,N,1333700290000,129.244716705121,35.8437432577728,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 동천동 80번지]]>,통일신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 흥덕왕릉,경북,경주시,경주시,13,37,0000300000000,N,1333700300000,129.207524750499,36.0190387798418,유적건조물,무덤,왕실무덤,고대,<![CDATA[경북 경주시 안강읍 육통리 산42번지]]>,통일신라시대,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 감은사지,경북,경주시,경주시,13,37,0000310000000,N,1333700310000,129.476790715219,35.7482038583058,유적건조물,종교신앙,불교,사찰,<![CDATA[경상북도 경주시 문무대왕면 용당리 55-1]]>,통일신라 신문왕,B1,사찰·불전·교회 등 경내 건축,Y,2.0
사적,경주 금척리 고분군,경북,경주시,경주시,13,37,0000430000000,N,1333700430000,129.121668545736,35.8331401492965,유적건조물,무덤,무덤,고분군,<![CDATA[경북 경주시 건천읍 금척리 192-1번지]]>,,B3,고분·유적지·가마·봉수,Y,2.0
사적,경주 장항리 사지,경북,경주시,경주시,13,37,0000450000000,N,1333700450000,129.372923659458,35.7749555570279,유적건조물,종교신앙,불교,사찰,<![CDATA[경북 경주시 양북면 장항리 1081번지]]>,통일신라시대,B1,사찰·불전·교회 등 경내 건축,Y,2.0
