line_id,seq,lat,lon,sgg,con,coast_type,island,stat
1701,28,36.361364,129.394846,영덕군,artificial,방벽,N,Y
1701,29,36.361514,129.394881,영덕군,artificial,방벽,N,Y
1701,30,36.361663,129.394894,영덕군,artificial,방벽,N,Y
1701,31,36.361806,129.394882,영덕군,artificial,방벽,N,Y
1701,32,36.361951,129.394848,영덕군,artificial,방벽,N,Y
1701,33,36.362113,129.394778,영덕군,artificial,방벽,N,Y
1701,34,36.362235,129.394702,영덕군,artificial,방벽,N,Y
1701,35,36.362358,129.394601,영덕군,artificial,방벽,N,Y
1701,36,36.362471,129.394477,영덕군,artificial,방벽,N,Y
1701,37,36.362568,129.394339,영덕군,artificial,방벽,N,Y
1701,38,36.362648,129.394191,영덕군,artificial,방벽,N,Y
1701,39,36.362714,129.394033,영덕군,artificial,방벽,N,Y
1701,40,36.362849,129.393954,영덕군,artificial,방벽,N,Y
1701,41,36.362999,129.393936,영덕군,artificial,방벽,N,Y
1701,42,36.36316,129.393951,영덕군,artificial,방벽,N,Y
1701,43,36.363467,129.394127,영덕군,artificial,방벽,N,Y
1701,44,36.363637,129.39421,영덕군,artificial,방벽,N,Y
1708,0,36.221182,129.385861,포항시,natural,자갈,N,Y
1708,1,36.221171,129.386031,포항시,natural,자갈,N,Y
1708,2,36.221232,129.386203,포항시,natural,자갈,N,Y
1708,3,36.221396,129.386233,포항시,natural,자갈,N,Y
