u,v,length_m,highway
3956007573,3956007572,65.9,primary
3956007572,4677614570,38.4,primary
4677614570,3956007568,47.9,primary
12318706868,4701443839,108.8,cycleway
4701443839,4701443840,78.0,cycleway
4701443840,4701443841,52.8,cycleway
4701443841,5237839529,12.9,cycleway
5237839529,4701443842,20.0,cycleway
4701443842,4701443843,39.9,cycleway
4701443843,4701443844,48.3,cycleway
4701443844,4701443845,48.1,cycleway
4701443845,4701443846,78.9,cycleway
4701443846,4701443847,70.1,cycleway
4701443847,13532608966,96.6,cycleway
13532608966,13142408652,1.7,cycleway
5237839546,5237839547,94.3,footway
5237839547,5237839548,13.7,footway
5237839548,5237839549,25.6,footway
5237839549,5237839550,28.2,footway
5237839550,5237839551,25.7,footway
5237839551,5237839547,14.4,footway
13807521110,13807521109,31.9,secondary
13807521109,13807521108,35.6,secondary
13807521108,13807521107,81.1,secondary
13807521107,13807521106,25.3,secondary
13807521106,13807521105,29.4,secondary
13807521105,13807521104,42.4,secondary
13807521104,12650241303,34.2,secondary
5313419370,13807521032,2.7,unclassified
13807521032,13807521038,112.4,unclassified
13807521038,12202900779,28.8,unclassified
12202900779,12650241307,32.8,unclassified
5313419373,13077358214,12.0,unclassified
13077358214,5313419374,77.1,unclassified
5313419374,13807732942,12.3,unclassified
13807732942,13807732943,11.7,unclassified
13807732943,12650241315,11.7,unclassified
12650241315,5313419375,17.0,unclassified
5313419375,5313419376,11.5,unclassified
5313419376,5313419377,13.7,unclassified
5313419377,13807732944,20.7,unclassified
13807732944,13807732945,9.0,unclassified
13807732945,13807732946,8.1,unclassified
13807732946,12650241314,11.2,unclassified
12650241314,5313419378,8.6,unclassified
5313419378,12650241313,7.7,unclassified
12650241313,13807732954,7.7,unclassified
13807732954,13807732955,9.8,unclassified
13807732955,13807732957,4.1,unclassified
5313419372,5313419373,141.2,unclassified
5313419393,13802090964,13.7,tertiary
13802090964,13802090958,11.3,tertiary
13802090958,5313419398,13.1,tertiary
5313419398,5313419397,16.6,tertiary
5313419397,5313419396,18.6,tertiary
5313419396,5313419395,10.4,tertiary
5313419395,13802090995,9.0,tertiary
13802090995,13802090996,9.0,tertiary
13802090996,13802090997,8.3,tertiary
13802090997,13802090998,6.0,tertiary
13802090998,13802090999,5.3,tertiary
13802090999,13802091000,5.6,tertiary
13802091000,13802091001,6.0,tertiary
13802091001,1503595823,32.7,tertiary
437281628,5313419370,419.5,tertiary
5313419370,13807520721,49.6,tertiary
13807520721,13807520720,16.0,tertiary
13807520720,1503595842,10.5,tertiary
1503595842,13807520719,8.7,tertiary
13807520719,13807520718,8.5,tertiary
13807520718,13807520717,11.5,tertiary
13807520717,13807520716,9.9,tertiary
13807520716,13807520715,10.7,tertiary
13807520715,12202900817,48.5,tertiary
12202900817,12202900824,315.2,tertiary
12202900824,13802091118,201.0,tertiary
13802091118,5527273675,39.8,tertiary
13802091003,5313419402,8.2,tertiary
5313419402,13802091002,52.0,tertiary
13802091002,5313419403,12.9,tertiary
5313419403,5313419404,12.0,tertiary
5313419404,5313419405,10.2,tertiary
5313419405,13802090959,17.5,tertiary
13802090959,13802090960,14.7,tertiary
13802090960,13802090961,15.7,tertiary
13802090961,13802090963,16.2,tertiary
13802090963,5313419393,19.7,tertiary
529483820,12525941123,20.1,residential
12525941123,12525941124,11.9,residential
12525941124,12525941125,12.0,residential
12525941125,5313720647,18.7,residential
5313720647,12525941126,32.5,residential
12525941126,5313720648,23.7,residential
5313720648,8481047422,41.4,residential
8481047422,5313720649,11.7,residential
5313720649,5313720650,20.6,residential
5313720650,5313720651,32.7,residential
5313720651,5313720652,59.2,residential
5313720652,5313720653,28.4,residential
5313720653,5313720654,27.1,residential
5313720654,5313720655,23.4,residential
5313720655,5313720676,41.4,residential
5313720676,5313720677,24.4,residential
5313720677,5313720678,22.3,residential
5313720678,5313720679,26.1,residential
5313720679,11527529644,7.5,residential
11527529644,5313720680,38.2,residential
5313720680,5313720681,26.4,residential
5313720681,5313720682,62.8,residential
529483790,5313720666,24.6,residential
5313720664,5313720667,19.9,residential
5313720667,11507258951,89.6,residential
11507258951,5313720666,47.5,residential
5323860963,5323860964,8.9,service
5323860964,5323860965,4.0,service
5323860965,5323860966,7.1,service
5323860966,5323860967,5.1,service
5323860967,5323860972,4.2,service
5323860972,5323860968,7.9,service
5323860968,5323860969,7.4,service
5323860969,5323860970,4.6,service
5323860970,5323860971,17.9,service
5323860972,5323860973,15.2,service
5323860987,9288097011,18.2,service
9288097011,5323860988,21.6,service
529807801,10857999982,13.4,residential
10857999982,5342836232,13.2,residential
5342836232,10857705831,31.4,residential
10857705831,5342836233,41.4,residential
5342836233,5342836234,26.1,residential
5342836234,5342836235,34.5,residential
5342836235,5342836236,7.7,residential
5342836236,5342836237,8.6,residential
5342836237,5342836240,33.0,residential
5342836240,10857705848,33.1,residential
10857705848,10857705855,28.7,residential
10857705855,5342836238,17.0,residential
5342836238,5342836239,70.0,residential
5342836240,5342836241,55.4,residential
5342836241,5342836242,22.3,residential
5342836242,5342836243,13.1,residential
5342836243,10857691487,2.8,residential
10857691487,5342836244,14.1,residential
5342836244,5342836245,37.2,residential
1574718096,5643723126,20.4,tertiary
5643723126,4635239694,18.5,tertiary
4635239694,1574718092,27.3,tertiary
1574718092,5713563144,35.3,tertiary
5713563144,4635085519,27.4,tertiary
4635085519,1574718089,16.9,tertiary
1574718089,6286280273,11.6,tertiary
6286280273,4635239782,13.5,tertiary
4635239782,1574718087,12.8,tertiary
1574718087,5713563143,13.2,tertiary
5713563143,1574718083,13.1,tertiary
1574718083,4635239805,24.2,tertiary
4635239805,4635085521,7.1,tertiary
4635085521,4635167773,33.5,tertiary
4635167773,5643723129,22.4,tertiary
5643723129,5713563141,15.5,tertiary
5713563141,1574718078,14.2,tertiary
1574718078,1574718059,10.8,tertiary
1574718059,5713563140,13.6,tertiary
5713563140,1574718056,26.4,tertiary
1574718056,4643319837,36.6,tertiary
4643319837,3956019770,22.5,tertiary
3956019770,4756571517,41.7,tertiary
4756571517,3956019769,12.6,tertiary
3956019769,5713563138,33.4,tertiary
5713563138,3956019768,16.9,tertiary
3956019768,4643319820,18.6,tertiary
4643319820,12304715892,10.3,tertiary
12304715892,12304715891,6.7,tertiary
12304715891,3956019767,7.5,tertiary
3956019767,3956019766,8.1,tertiary
3956019766,5643723123,58.7,tertiary
5643723123,5643723124,6.5,tertiary
5643723124,5713563132,6.4,tertiary
5713563132,4635134644,6.8,tertiary
4635134644,4635085541,8.2,tertiary
4635085541,3956019765,12.6,tertiary
3956019765,3956019764,67.5,tertiary
5371918566,5371918567,22.9,cycleway
5371918567,5371918568,25.7,cycleway
5371918568,5371918569,107.4,cycleway
5371918569,5371918570,103.7,cycleway
5371918570,12525922258,91.1,cycleway
12525922258,12525922259,13.1,cycleway
12525922259,12525922257,3.7,cycleway
12525922257,12525922256,12.1,cycleway
12525922256,12525922255,12.7,cycleway
12525922255,5371918571,27.6,cycleway
5371918571,5371918572,14.9,cycleway
5371918572,5371918573,41.0,cycleway
5371918573,5371918574,24.6,cycleway
5371918574,12525922254,27.5,cycleway
12525922254,12525922253,30.6,cycleway
12525922253,5371918575,40.7,cycleway
5371918575,5371918576,50.4,cycleway
5371918576,5373466841,102.4,cycleway
5373466841,5371918577,4.6,cycleway
5371918577,5371918578,78.8,cycleway
5371918578,5373466846,51.6,cycleway
5373466846,5371918579,8.1,cycleway
5371918579,5371918580,70.2,cycleway
5371918580,5373466848,31.9,cycleway
5373466848,5371918581,31.8,cycleway
5371918581,5371918582,165.8,cycleway
5371918582,5373466850,37.0,cycleway
5373466850,5371918583,42.8,cycleway
5371918583,5371918584,24.5,cycleway
5371918584,5371918585,118.0,cycleway
5371918585,5371918586,60.3,cycleway
5371918586,530286851,16.7,cycleway
5372738112,5224589593,4.0,service
436666866,5373391831,20.1,tertiary_link
5373391831,5373391832,12.0,tertiary_link
5373391836,5373391837,17.7,tertiary_link
5373391837,2158456551,22.4,tertiary_link
5373391855,2911126384,2.9,tertiary
2911126384,3759567190,49.2,tertiary
3759567190,13184054939,24.2,tertiary
13184054939,3759567207,52.3,tertiary
3759567207,9326936461,72.4,tertiary
9326936461,529470144,23.6,tertiary
529470144,529470146,41.8,tertiary
529470146,529470148,23.4,tertiary
529470148,529470194,42.9,tertiary
529470194,13603910616,3.8,tertiary
13603910616,8298098280,8.9,tertiary
8298098280,529470196,53.6,tertiary
529470196,13603910595,4.1,tertiary
13603910595,13514266130,15.3,tertiary
5373391856,8954116262,8.0,tertiary
8954116262,3759567184,65.4,tertiary
3759567184,5373391855,2.9,tertiary
530278257,5373391879,18.9,cycleway
5373391879,5373391880,23.0,cycleway
5373391880,3657648933,10.0,cycleway
3657648933,3657648934,20.6,cycleway
3657648934,5373391887,4.4,cycleway
5373391883,5373391885,35.5,cycleway
5373391885,5373391882,14.9,cycleway
5373391882,5373466837,7.2,cycleway
5373466837,5373391884,10.1,cycleway
5373391884,5373466838,23.6,cycleway
5373466838,5373466839,5.0,cycleway
5373466839,5373440847,24.9,cycleway
5373391887,5373391886,67.8,cycleway
5373391886,5373391881,9.8,cycleway
5373391881,5373440863,4.7,cycleway
5373440863,5373440845,2.7,cycleway
5373440845,5373391882,29.8,cycleway
5373391888,5373391889,49.4,residential
5373391889,530278258,41.1,residential
530278258,6007183721,140.7,residential
6007183721,13094923381,51.7,residential
13094923381,8481047434,89.4,residential
5373391888,5373391890,9.7,cycleway
5373391891,5373391890,59.3,cycleway
5373391890,5373391892,53.7,cycleway
436666879,529470355,133.3,tertiary
529470355,6225821727,5.9,tertiary
6225821727,6225821726,184.3,tertiary
6225821726,6225821714,124.8,tertiary
6225821714,10861820131,104.9,tertiary
10861820131,6146988063,92.0,tertiary
6146988063,6699605845,110.2,tertiary
6699605845,6146988065,47.0,tertiary
6146988065,529470275,22.4,tertiary
529470275,6699605846,28.7,tertiary
6699605846,529470287,5.0,tertiary
529470287,904021108,27.8,tertiary
904021108,529470288,12.6,tertiary
529470288,529470258,23.2,tertiary
529470258,6146988066,10.5,tertiary
6146988066,6146988061,5.4,tertiary
6146988061,530981005,13.5,tertiary
5373391897,530278263,31.2,residential
530278263,6007183737,10.8,residential
6007183737,6007183736,10.1,residential
6007183736,6007183738,18.0,residential
6007183738,530278264,3.6,residential
530278264,6007183739,14.1,residential
6007183739,530278265,18.0,residential
530278265,530278266,43.5,residential
530278266,530278267,48.3,residential
530278267,5373391889,21.0,residential
5373391889,530278268,10.6,residential
530278268,530278269,41.5,residential
530278269,530278245,50.4,residential
530278245,11079771519,29.0,residential
11079771519,530278246,36.4,residential
530278246,530278247,32.7,residential
530278247,530278248,40.5,residential
530278248,530278251,105.9,residential
5373391896,5373391900,86.7,residential
5373391901,5373391902,8.3,cycleway
3657648703,5373391902,37.7,cycleway
5373391902,5373391903,40.8,cycleway
3657648692,5373391904,34.3,cycleway
5373391904,11174878086,4.4,cycleway
11174878086,2259058446,4.5,cycleway
5371918586,5373440841,18.8,cycleway
5373440841,5373440842,23.0,cycleway
5373440842,5373440843,83.8,cycleway
5373440843,5373440844,116.9,cycleway
5373440844,5373440845,146.9,cycleway
530286999,5373440848,8.2,residential
5373440848,14091919765,19.0,residential
14091919765,530287001,19.5,residential
530287001,530287002,86.5,residential
530287002,530287004,11.5,residential
5373440848,530290056,24.6,residential
530290056,530290057,17.5,residential
530290057,530290058,12.4,residential
530290058,8462375091,28.9,residential
8462375091,3969210079,2.6,residential
3969210079,530290072,58.0,residential
530290072,530290071,9.5,residential
5373440857,5373440858,52.9,cycleway
5373440858,5373440859,101.3,cycleway
5373440859,5373440860,19.8,cycleway
5373440860,5373440861,137.6,cycleway
5373440861,5373440862,147.1,cycleway
5373440862,5373440863,219.4,cycleway
5373466840,5373466841,18.7,steps
5373466845,5373466846,17.3,steps
5373466847,5373466848,20.5,steps
5373466849,5373466850,20.1,steps
10828183459,10828161829,9.3,path
10828161829,5408960973,22.0,path
5408960973,5408960974,70.1,path
5408960974,5408960975,29.9,path
5527273674,13802091127,38.7,residential
13802091127,12202900821,58.2,residential
12202900821,13807521021,106.7,residential
13807521021,5527273675,3.1,residential
5528018521,5528018522,12.6,primary_link
5528018522,13807577458,7.0,primary_link
13807577458,13807577459,5.6,primary_link
13807577459,13807577460,4.8,primary_link
13807577460,13807577461,5.1,primary_link
13807577461,13807577462,7.0,primary_link
13807577462,5528018523,19.2,primary_link
13807577465,13807577464,10.8,tertiary_link
13807577464,13807577463,9.3,tertiary_link
13807577463,5528018525,6.2,tertiary_link
5528018525,5528018526,6.7,tertiary_link
5528018526,13807577466,5.1,tertiary_link
13807577466,13807577467,7.6,tertiary_link
13807577467,13807577468,6.8,tertiary_link
13807577468,5528018527,15.4,tertiary_link
3956007605,12358246789,12.0,tertiary
12358246789,12358246785,11.3,tertiary
12358246785,12358246784,10.7,tertiary
12358246784,12358246783,10.3,tertiary
12358246783,4677674346,10.3,tertiary
4677674346,12358246782,11.2,tertiary
12358246782,3054151395,11.3,tertiary
3054151395,4658585810,15.4,tertiary
4658585810,4663562456,68.1,tertiary
4663562456,4658585820,15.0,tertiary
4658585820,4663562458,52.5,tertiary
4663562458,4658585818,12.8,tertiary
4658585818,4663562460,48.4,tertiary
4663562460,4658585816,15.6,tertiary
4658585816,12358010045,47.5,tertiary
12358010045,3956007604,22.1,tertiary
3956007604,12358010044,32.8,tertiary
12358010044,12358010043,14.9,tertiary
12358010043,12358010041,16.3,tertiary
12358010041,12358010040,15.1,tertiary
12358010040,12358010039,14.5,tertiary
12358010039,12358010037,13.8,tertiary
12358010037,3054151398,11.4,tertiary
3054151398,3054151399,12.3,tertiary
3054151399,12358010036,11.0,tertiary
12358010036,12358010035,14.8,tertiary
12358010035,4677735312,15.5,tertiary
4677735312,3054151400,19.6,tertiary
3054151400,12438014636,44.2,tertiary
12438014636,4677735334,10.4,tertiary
4677735334,12438049818,41.6,tertiary
12438049818,4677735255,27.7,tertiary
4677735255,12358010033,24.8,tertiary
12358010033,4677735289,12.6,tertiary
4677735289,12137711093,14.0,tertiary
12137711093,12318709166,33.9,tertiary
12318709166,3054151401,6.8,tertiary
3054151401,6200369482,10.6,tertiary
5531321193,9310043675,8.9,tertiary
9310043675,5531321192,36.2,tertiary
5533769494,5533769495,25.7,footway
5533769495,5533769496,41.3,footway
5533769496,5533769497,139.6,footway
5533769497,9215179045,10.4,footway
9215179045,5533769498,33.9,footway
5533769498,5533769499,6.8,footway
5533769499,5533769500,22.6,footway
5533769500,5533769501,7.0,footway
5533769501,5533769502,20.5,footway
5533769502,5533769503,27.1,footway
5533769503,5533769504,35.6,footway
5533769504,5533769505,30.9,footway
5533769505,5533769506,16.1,footway
5533769506,9215179051,18.7,footway
9215179051,5533769507,11.1,footway
5533769507,5533769508,39.7,footway
5533769508,5533769509,27.5,footway
5533769509,5533769510,23.2,footway
5533769510,5533769654,5.1,footway
5533769654,5533769511,40.1,footway
5533769511,5533769512,19.6,footway
5533769512,9215179059,7.4,footway
9215179059,9215179055,7.9,footway
9215179055,5533769513,14.2,footway
5533769513,9215179060,41.3,footway
9215179060,9215179061,9.9,footway
9215179061,5533769514,17.4,footway
5533769514,5533769515,13.6,footway
