id,lat,lon
11174881775,35.8424712,129.1998212
2818004364,35.8425547,129.1998017
529807747,35.8503997,129.2030319
529807748,35.8509629,129.2030587
529807752,35.8511846,129.2030771
529807753,35.8516312,129.2031127
529807754,35.8519972,129.2031323
699849885,35.8520951,129.2120133
10857705901,35.8519515,129.2120034
4309889227,35.8512152,129.2119581
529807801,35.8500827,129.2119581
699850135,35.8522568,129.2126865
10857705900,35.8521258,129.2126801
529807810,35.8516595,129.212651
529807802,35.8511777,129.2126533
529807838,35.8516176,129.2141478
529807768,35.8501678,129.2085042
10857705905,35.8510824,129.2085294
699850098,35.851219,129.2085332
529807778,35.8520427,129.2085559
699849814,35.8525068,129.2085686
529807769,35.8501499,129.2092376
10857705904,35.8512372,129.2092713
699849916,35.8514107,129.2092767
11116533456,35.8520889,129.2092977
529807776,35.8524945,129.2093103
529807777,35.8525153,129.2081605
699850137,35.852051,129.2081537
699850120,35.8520545,129.207771
699850183,35.8510245,129.2077386
529807771,35.8501745,129.2077229
699850127,35.8520623,129.2068795
10857621942,35.8520611,129.206809
699849818,35.8520516,129.2062637
699849838,35.8520439,129.2058193
699850017,35.8520366,129.2054018
699850088,35.8520291,129.204967
699850103,35.8520206,129.2044795
699849824,35.8520125,129.204013
699849847,35.8520044,129.2035492
529807780,35.8512395,129.2062808
529807766,35.8506259,129.2062966
2911126369,35.8512321,129.2058453
529807767,35.8505284,129.2058678
2911126368,35.8512248,129.2054221
529807764,35.8504501,129.2054414
2911126366,35.851209,129.2045058
529807749,35.8503728,129.2045329
2911126365,35.8512011,129.2040383
529807750,35.8503719,129.2040642
2911126364,35.851193,129.2035686
529807751,35.8503905,129.2035879
529807811,35.8517703,129.2107005
10857705902,35.8516059,129.2107729
529807809,35.8512375,129.2108481
11507998155,35.850802,129.2108429
11507998156,35.8505193,129.2108384
529807800,35.850115,129.2108346
529807813,35.8519301,129.211326
903876985,35.8348728,129.2165916
529815704,35.8347777,129.2166915
529815705,35.8346697,129.2168007
529815682,35.8345404,129.2169251
529815683,35.8344404,129.2170335
529815684,35.8343554,129.2171516
529815685,35.8342968,129.2173023
529815686,35.8342649,129.2174674
529815687,35.8342482,129.2176905
529815688,35.8342438,129.217957
903877056,35.8342734,129.2183621
529815694,35.8342912,129.2185378
529815695,35.8343051,129.2185888
529815700,35.8343358,129.218889
904021049,35.8343833,129.2195514
529815696,35.8344214,129.2199213
529815697,35.8344432,129.2203094
529815698,35.8343808,129.2206359
904021044,35.8343583,129.2207499
529815699,35.8342866,129.2211134
529815753,35.8341652,129.2217452
3756931474,35.8341054,129.2221269
529815754,35.834075,129.2223422
529815755,35.8339829,129.2232478
529815756,35.8339487,129.2237601
13096041038,35.8339104,129.2242632
529815767,35.8338737,129.2247461
10968489027,35.8338642,129.224936
3756931465,35.833926,129.225047
529815679,35.8315992,129.2205716
904021110,35.8318489,129.2206751
529815733,35.8321502,129.2213288
529815745,35.8322848,129.2216004
529815746,35.8324235,129.2217971
529815747,35.8325561,129.2221845
904021084,35.8326334,129.2223906
529815750,35.8326455,129.2225874
529815751,35.8327396,129.2228912
529815752,35.8329173,129.223205
903877053,35.8330241,129.223876
529815760,35.8330357,129.2242281
529815761,35.8331184,129.2246909
904020989,35.8332087,129.2249343
529815762,35.8332321,129.2250881
529815769,35.8336103,129.2251481
3756931462,35.8338035,129.225248
529815692,35.8325643,129.2196496
3759567231,35.8325041,129.2195037
529815693,35.832305,129.2191873
529815680,35.8319491,129.2187226
13096041012,35.8317437,129.2185541
529815681,35.8315364,129.218384
529815672,35.8311859,129.2180991
10861820176,35.8399877,129.2225629
10861820175,35.8400165,129.2236027
10861820174,35.8400101,129.2236932
10861820173,35.8393216,129.2236853
6021663239,35.8392082,129.2236398
6021663240,35.8391896,129.2236097
6021663241,35.8391566,129.2235743
6021663242,35.8391193,129.2235584
6021663243,35.8390662,129.2235496
6021663244,35.8387527,129.2235554
2911126387,35.8372301,129.2194407
3756931686,35.8372784,129.2195349
530278084,35.8373589,129.2196918
6021663245,35.8375947,129.220512
530278091,35.8376466,129.2208046
530278164,35.8377234,129.2213492
530278165,35.83783,129.222474
530278102,35.8395331,129.2198473
530278101,35.8394657,129.2200282
530278100,35.8394189,129.2202181
530278099,35.8392696,129.2202181
530278098,35.8392365,129.2203306
530278095,35.8392199,129.2204533
13094912442,35.8392148,129.2206281
530278096,35.8392116,129.2207397
530278097,35.8391618,129.220934
