feature_id,name,lat,lon,value,weight,sigungu,usable,geom,source
B3,경주 불국사 연화교 및 칠보교,35.7897191051224,129.331642804335,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 불국사 청운교 및 백운교,35.7897229583531,129.332158169199,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,영천 인종대왕 태실,0.0,0.0,보물,2.0,영천시,False,point,국가유산청 API + 01b 분류
B3,경주 포석정지,35.8072408285395,129.212833300472,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 월성,35.8318014319246,129.223004059861,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 남고루,35.840647859731,129.220170989464,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 무열왕릉,35.8251520779403,129.187876707128,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 김유신묘,35.8451408198327,129.191472432783,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 남산신성,35.7937052372563,129.228795883341,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 경덕왕릉,35.7628086871034,129.187374849255,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 진덕여왕릉,35.886935,129.201662,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 부산성,35.8450385368466,129.054809570547,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 원성왕릉,35.759664,129.320216,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 구정동 방형분,35.7784354901655,129.29691633254,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 성덕왕릉,35.787106,129.281121,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 헌덕왕릉,35.8437432577728,129.244716705121,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 흥덕왕릉,36.0190387798418,129.207524750499,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 금척리 고분군,35.8331401492965,129.121668545736,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 명활성,35.8403470821553,129.262627049995,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,관문성,35.662851154341,129.328831147056,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,고령 주산성,35.733365777796,128.258239258425,사적,2.0,고령군,True,point,국가유산청 API + 01b 분류
B3,고령 지산동 고분군,35.72162517,128.2582593,사적,2.0,고령군,True,point,국가유산청 API + 01b 분류
B3,성주 성산동 고분군,35.90643938,128.2982293,사적,2.0,성주군,True,point,국가유산청 API + 01b 분류
B3,경주읍성,35.8472607,129.2136191,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 서악동 고분군,35.8255340819754,129.185051414643,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,문경 조령 관문,36.76861246,128.0752173,사적,2.0,문경시,True,point,국가유산청 API + 01b 분류
B3,경주 문무대왕릉,35.73814,129.484385,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 동부 사적지대,35.8342991358295,129.220842324628,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 낭산 일원,35.8281250251555,129.241817754164,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,고령 고아리 벽화 고분,35.7162273064396,128.270661626414,사적,2.0,고령군,True,point,국가유산청 API + 01b 분류
B3,경주 오릉,35.8230687425109,129.208462122044,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 탈해왕릉,35.852199,129.232368,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 미추왕릉,35.836935024129,129.213419149019,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 법흥왕릉,35.8246255863327,129.163501840117,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 진흥왕릉,35.8291611848934,129.183936623461,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 헌안왕릉,35.8282127080473,129.184074621094,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 진평왕릉,35.8321844643858,129.25061713624,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 신문왕릉,35.817831379351,129.246198047564,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 선덕여왕릉,35.8234805031646,129.242387511399,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 효공왕릉,35.8215231811109,129.249749017833,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 효소왕릉,35.7873622077827,129.279923566448,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 신무왕릉,35.8126080219237,129.259524342663,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 정강왕릉,35.7994610241397,129.240279205587,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 헌강왕릉,35.802205189815,129.240097478222,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 내물왕릉,35.833176,129.218419,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,경주 전 민애왕릉,35.7921691775888,129.174269316132,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
B3,칠곡 가산산성,36.01940069,128.5894225,사적,2.0,칠곡군,True,point,국가유산청 API + 01b 분류
B3,경산 병영유적,35.8513348752365,128.781252659802,사적,2.0,경산시,True,point,국가유산청 API + 01b 분류
B3,경주 배동 삼릉,35.797435444011,129.209083753045,사적,2.0,경주시,True,point,국가유산청 API + 01b 분류
