feature_id,name,lat,lon,value,weight,sigungu,usable,geom,source
B2,안동 법흥사지 칠층전탑,36.5659751219048,128.746392271242,국보,2.0,안동시,True,point,국가유산청 API + 01b 분류
B2,경주 불국사 다보탑,35.7899698186069,129.332267999295,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 불국사 삼층석탑,35.7899677237892,129.331984595091,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 분황사 모전석탑,35.840561548299,129.233641826763,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 황복사지 삼층석탑,35.8321857175997,129.242391005132,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 고선사지 삼층석탑,35.8281281391872,129.229057533909,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 나원리 오층석탑,35.8936077546984,129.212255439354,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 정혜사지 십삼층석탑,36.0190473494375,129.157669514943,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,의성 탑리리 오층석탑,36.2552065336905,128.683830177852,국보,2.0,의성군,True,point,국가유산청 API + 01b 분류
B2,경주 감은사지 동·서 삼층석탑,35.7481399114246,129.477006979332,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,구미 죽장리 오층석탑,36.2485579923652,128.281699692974,국보,2.0,구미시,True,point,국가유산청 API + 01b 분류
B2,영양 산해리 오층모전석탑,36.5848625730672,129.069496721185,국보,2.0,영양군,True,point,국가유산청 API + 01b 분류
B2,경주 단석산 신선사 마애불상군,35.796818018841,129.081942767651,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,봉화 북지리 마애여래좌상,36.9312841780527,128.736910477051,국보,2.0,봉화군,True,point,국가유산청 API + 01b 분류
B2,경주 장항리 서 오층석탑,35.7748660668149,129.372992687772,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 칠불암 마애불상군,35.7714559121041,129.235351103533,국보,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,예천 개심사지 오층석탑,36.652033,128.45478,국보,2.0,예천군,True,point,국가유산청 API + 01b 분류
B2,문경 내화리 삼층석탑,36.6926991104031,128.294926062353,보물,2.0,문경시,True,point,국가유산청 API + 01b 분류
B2,봉화 서동리 동·서 삼층석탑,36.9472905202655,128.914910450716,보물,2.0,봉화군,True,point,국가유산청 API + 01b 분류
B2,고령 지산리 당간지주,35.7272090389053,128.265527219705,보물,2.0,고령군,True,point,국가유산청 API + 01b 분류
B2,안동 운흥동 오층전탑,36.5625486117059,128.731387122263,보물,2.0,안동시,True,point,국가유산청 API + 01b 분류
B2,안동 조탑리 오층전탑,36.4820439680148,128.635399734616,보물,2.0,안동시,True,point,국가유산청 API + 01b 분류
B2,안동 안기동 석조여래좌상,36.572279687029,128.717787772242,보물,2.0,안동시,True,point,국가유산청 API + 01b 분류
B2,영주 숙수사지 당간지주,36.9242225863648,128.579600953573,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,영주 영주동 석조여래입상,36.8191466895949,128.617110264043,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,경주 불국사 사리탑,35.79061,129.331621,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 서악동 마애여래삼존입상,35.83352457,129.1758969,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 배동 석조여래삼존입상,35.8017720692457,129.211247408685,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 서악동 삼층석탑,35.8279596455259,129.18482657843,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 효현동 삼층석탑,35.8232909173997,129.169688452798,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 망덕사지 당간지주,35.8164213165065,129.243162918554,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 서악동 귀부,35.8250087940259,129.189941084065,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,청도 봉기리 삼층석탑,35.6431710765805,128.614793162587,보물,2.0,청도군,True,point,국가유산청 API + 01b 분류
B2,안동 평화동 삼층석탑,36.5678881081939,128.716720664532,보물,2.0,안동시,True,point,국가유산청 API + 01b 분류
B2,안동 이천동 마애여래입상,36.6065554093922,128.705249316376,보물,2.0,안동시,True,point,국가유산청 API + 01b 분류
B2,영주 석교리 석조여래입상,36.91187738303,128.581945065526,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,상주 화달리 삼층석탑,36.4447862673023,128.223198600087,보물,2.0,상주시,True,point,국가유산청 API + 01b 분류
B2,상주 증촌리 석조여래입상,36.5681389743447,128.171560642364,보물,2.0,상주시,True,point,국가유산청 API + 01b 분류
B2,상주 복용동 석조여래좌상,36.4169341069809,128.162037407286,보물,2.0,상주시,True,point,국가유산청 API + 01b 분류
B2,상주 증촌리 석조여래좌상,36.5681526274911,128.17156541947,보물,2.0,상주시,True,point,국가유산청 API + 01b 분류
B2,경주 굴불사지 석조사면불상,35.8577781366711,129.2300760894,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 율동 마애여래삼존입상,35.8047107980655,129.174539387363,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 보문사지 당간지주,35.8251761006521,129.252743665298,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산동 동·서 삼층석탑,35.7931261692767,129.24401221261,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 무장사지 아미타불 조상 사적비,35.8809386096532,129.351130587927,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 무장사지 삼층석탑,35.8813417344977,129.350206829991,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 삼랑사지 당간지주,35.8457147013099,129.201942957476,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 미륵곡 석조여래좌상,35.8115224865444,129.235633710182,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,문경 봉암사 지증대사탑,36.7006267092509,128.005505452229,보물,2.0,문경시,True,point,국가유산청 API + 01b 분류
B2,경주 천군동 동·서 삼층석탑,35.8315718459164,129.281191258188,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,문경 봉암사 삼층석탑,36.7000963396358,128.005250624069,보물,2.0,문경시,True,point,국가유산청 API + 01b 분류
B2,문경 봉암사 정진대사탑,36.70135,128.010179,보물,2.0,문경시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 용장사곡 삼층석탑,35.780935,129.223073,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 용장사곡 석조여래좌상,35.77856604,129.2212727,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,의성 관덕리 삼층석탑,36.4314724055796,128.69139167469,보물,2.0,의성군,True,point,국가유산청 API + 01b 분류
B2,칠곡 송림사 오층전탑,35.9821378028502,128.577599383772,보물,2.0,칠곡군,True,point,국가유산청 API + 01b 분류
B2,경주 남산 불곡 마애여래좌상,35.8190106406646,129.23047370725,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 신선암 마애보살반가상,35.7715094135097,129.234960901358,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 탑곡 마애불상군,35.8146590446083,129.232812251834,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,청도 박곡리 석조여래좌상,35.6685116181331,128.922509910447,보물,2.0,청도군,True,point,국가유산청 API + 01b 분류
B2,영주 북지리 석조여래좌상(1963-1),36.9998425965704,128.687403109138,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,영주 북지리 석조여래좌상(1963-2),36.9998346,128.6875427,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,영주 가흥동 마애여래삼존상 및 여래좌상,36.8099469586456,128.612923411702,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,김천 갈항사지 석조여래좌상,36.0881706754289,128.272034270523,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,의성 고운사 석조여래좌상,36.4585425916718,128.750740564392,보물,2.0,의성군,True,point,국가유산청 API + 01b 분류
B2,영주 부석사 삼층석탑,36.9988238521118,128.687932173334,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,영주 부석사 당간지주,36.9973834352186,128.685640769175,보물,2.0,영주시,True,point,국가유산청 API + 01b 분류
B2,김천 청암사 수도암 석조보살좌상,35.8620025957687,127.996671865719,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,김천 청암사 수도암 동·서 삼층석탑,35.861847,127.996749,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,김천 청암사 수도암 석조비로자나불좌상,35.8618277257762,127.996516414689,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,청도 운문사 석조여래좌상,35.6611455089746,128.960149571595,보물,2.0,청도군,True,point,국가유산청 API + 01b 분류
B2,김천 직지사 석조약사여래좌상,36.1167724,128.0040771,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,의성 빙산사지 오층석탑,36.2308026426701,128.755646798823,보물,2.0,의성군,True,point,국가유산청 API + 01b 분류
B2,예천 청룡사 석조여래좌상,36.7310784835794,128.400942795273,보물,2.0,예천군,True,point,국가유산청 API + 01b 분류
B2,예천 청룡사 석조비로자나불좌상,36.7310802495089,128.400923448357,보물,2.0,예천군,True,point,국가유산청 API + 01b 분류
B2,예천 동본리 삼층석탑,36.6589334920695,128.461758837065,보물,2.0,예천군,True,point,국가유산청 API + 01b 분류
B2,예천 동본리 석조여래입상,36.6590201946481,128.461707544689,보물,2.0,예천군,True,point,국가유산청 API + 01b 분류
B2,경산 불굴사 삼층석탑,35.945194,128.778819,보물,2.0,경산시,True,point,국가유산청 API + 01b 분류
B2,포항 보경사 승탑,36.254304710929,129.318992046986,보물,2.0,포항시,True,point,국가유산청 API + 01b 분류
B2,경산 팔공산 관봉 석조여래좌상,35.9816154652358,128.735976595262,보물,2.0,경산시,True,point,국가유산청 API + 01b 분류
B2,영천 신월리 삼층석탑,35.9375009927072,128.898757611442,보물,2.0,영천시,True,point,국가유산청 API + 01b 분류
B2,구미 낙산리 삼층석탑,36.2516402580034,128.362038344744,보물,2.0,구미시,True,point,국가유산청 API + 01b 분류
B2,구미 도리사 석탑,36.2553800568758,128.399328243194,보물,2.0,구미시,True,point,국가유산청 API + 01b 분류
B2,구미 금오산 마애여래입상,36.0966388266307,128.301717919041,보물,2.0,구미시,True,point,국가유산청 API + 01b 분류
B2,구미 해평리 석조여래좌상,36.2037862926954,128.373983918587,보물,2.0,구미시,True,point,국가유산청 API + 01b 분류
B2,울진 구산리 삼층석탑,36.9294651999082,129.34710508384,보물,2.0,울진군,True,point,국가유산청 API + 01b 분류
B2,칠곡 기성리 삼층석탑,36.0013991753942,128.594493843632,보물,2.0,칠곡군,True,point,국가유산청 API + 01b 분류
B2,경주 골굴암 마애여래좌상,35.8033631678997,129.405379183244,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,고령 장기리 암각화,35.71263572,128.2920737,보물,2.0,고령군,True,point,국가유산청 API + 01b 분류
B2,문경 도천사지 동·서 삼층석탑,36.1167510346381,128.004523505001,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,문경 도천사지 삼층석탑,36.1168703793494,128.003297442394,보물,2.0,김천시,True,point,국가유산청 API + 01b 분류
B2,영양 화천리 삼층석탑,36.6470123335109,129.170237633232,보물,2.0,영양군,True,point,국가유산청 API + 01b 분류
B2,영양 현리 삼층석탑,36.652238316075,129.113593141934,보물,2.0,영양군,True,point,국가유산청 API + 01b 분류
B2,칠곡 노석리 마애불상군,35.9511626483417,128.371192820217,보물,2.0,칠곡군,True,point,국가유산청 API + 01b 분류
B2,상주 석조천인상,36.4599081634069,128.241073648958,보물,2.0,상주시,True,point,국가유산청 API + 01b 분류
B2,경주 낭산 마애보살삼존좌상,35.8284387467592,129.239561682412,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,경주 남산 삼릉계 석조여래좌상,35.7953372205579,129.218216183403,보물,2.0,경주시,True,point,국가유산청 API + 01b 분류
B2,영덕 유금사 삼층석탑,36.6458020811009,129.365674732919,보물,2.0,영덕군,True,point,국가유산청 API + 01b 분류
B2,영천 화남리 삼층석탑,36.0841042659394,128.766209779325,보물,2.0,영천시,True,point,국가유산청 API + 01b 분류
